edition,match_number,match_id,stage,team_id,team,opponent,team_match_number,player_id,player,nominal_minutes,lineup_status,on_minute,off_minute,played_minutes,source_url,source_archive
2014,6,300186507,group,43819,Japan,Côte d'Ivoire,1,289027,Makoto Hasebe,90,starter,0,53,53,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,22,300186454,group,43819,Japan,Greece,2,289027,Makoto Hasebe,90,starter,0,45,45,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186454?language=en,data/raw/2014/fifa/live/m022_300186454.json
2014,37,300186457,group,43819,Japan,Colombia,3,289027,Makoto Hasebe,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186457?language=en,data/raw/2014/fifa/live/m037_300186457.json
2014,16,300186499,group,43822,Korea Republic,Russia,1,268406,KI Sungyueng,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186499?language=en,data/raw/2014/fifa/live/m016_300186499.json
2014,32,300186495,group,43822,Korea Republic,Algeria,2,268406,KI Sungyueng,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,47,300186480,group,43822,Korea Republic,Belgium,3,268406,KI Sungyueng,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186480?language=en,data/raw/2014/fifa/live/m047_300186480.json
2014,16,300186499,group,43822,Korea Republic,Russia,1,274329,HAN Kookyoung,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186499?language=en,data/raw/2014/fifa/live/m016_300186499.json
2014,32,300186495,group,43822,Korea Republic,Algeria,2,274329,HAN Kookyoung,90,starter,0,77,77,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,47,300186480,group,43822,Korea Republic,Belgium,3,274329,HAN Kookyoung,90,starter,0,45,45,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186480?language=en,data/raw/2014/fifa/live/m047_300186480.json
2014,16,300186499,group,43822,Korea Republic,Russia,1,291393,KOO Jacheol,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186499?language=en,data/raw/2014/fifa/live/m016_300186499.json
2014,32,300186495,group,43822,Korea Republic,Algeria,2,291393,KOO Jacheol,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,47,300186480,group,43822,Korea Republic,Belgium,3,291393,KOO Jacheol,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186480?language=en,data/raw/2014/fifa/live/m047_300186480.json
2014,16,300186499,group,43822,Korea Republic,Russia,1,307849,SON Heungmin,90,starter,0,83,83,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186499?language=en,data/raw/2014/fifa/live/m016_300186499.json
2014,32,300186495,group,43822,Korea Republic,Algeria,2,307849,SON Heungmin,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,47,300186480,group,43822,Korea Republic,Belgium,3,307849,SON Heungmin,90,starter,0,72,72,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186480?language=en,data/raw/2014/fifa/live/m047_300186480.json
2014,16,300186499,group,43822,Korea Republic,Russia,1,312679,HONG Jeongho,90,starter,0,72,72,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186499?language=en,data/raw/2014/fifa/live/m016_300186499.json
2014,32,300186495,group,43822,Korea Republic,Algeria,2,312679,HONG Jeongho,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,47,300186480,group,43822,Korea Republic,Belgium,3,312679,HONG Jeongho,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186480?language=en,data/raw/2014/fifa/live/m047_300186480.json
2014,16,300186499,group,43822,Korea Republic,Russia,1,363578,LEE Yong,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186499?language=en,data/raw/2014/fifa/live/m016_300186499.json
2014,32,300186495,group,43822,Korea Republic,Algeria,2,363578,LEE Yong,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,47,300186480,group,43822,Korea Republic,Belgium,3,363578,LEE Yong,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186480?language=en,data/raw/2014/fifa/live/m047_300186480.json
2014,15,300186479,group,43843,Algeria,Belgium,1,215208,Madjid BOUGUERRA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186479?language=en,data/raw/2014/fifa/live/m015_300186479.json
2014,32,300186495,group,43843,Algeria,Korea Republic,2,215208,Madjid BOUGUERRA,90,starter,0,88,88,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,48,300186506,group,43843,Algeria,Russia,3,215208,Madjid BOUGUERRA,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186506?language=en,data/raw/2014/fifa/live/m048_300186506.json
2014,54,300186460,round_of_16,43843,Algeria,Germany,4,215208,Madjid BOUGUERRA,120,used_substitute,96,120,24,https://api.fifa.com/api/v3/live/football/17/251164/255951/300186460?language=en,data/raw/2014/fifa/live/m054_300186460.json
2014,15,300186479,group,43843,Algeria,Belgium,1,296827,Rafik HALLICHE,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186479?language=en,data/raw/2014/fifa/live/m015_300186479.json
2014,32,300186495,group,43843,Algeria,Korea Republic,2,296827,Rafik HALLICHE,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,48,300186506,group,43843,Algeria,Russia,3,296827,Rafik HALLICHE,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186506?language=en,data/raw/2014/fifa/live/m048_300186506.json
2014,54,300186460,round_of_16,43843,Algeria,Germany,4,296827,Rafik HALLICHE,120,starter,0,96,96,https://api.fifa.com/api/v3/live/football/17/251164/255951/300186460?language=en,data/raw/2014/fifa/live/m054_300186460.json
2014,15,300186479,group,43843,Algeria,Belgium,1,323339,Djamel MESBAH,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186479?language=en,data/raw/2014/fifa/live/m015_300186479.json
2014,32,300186495,group,43843,Algeria,Korea Republic,2,323339,Djamel MESBAH,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,48,300186506,group,43843,Algeria,Russia,3,323339,Djamel MESBAH,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186506?language=en,data/raw/2014/fifa/live/m048_300186506.json
2014,54,300186460,round_of_16,43843,Algeria,Germany,4,323339,Djamel MESBAH,120,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255951/300186460?language=en,data/raw/2014/fifa/live/m054_300186460.json
2014,15,300186479,group,43843,Algeria,Belgium,1,354883,Liassine CADAMURO,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186479?language=en,data/raw/2014/fifa/live/m015_300186479.json
2014,32,300186495,group,43843,Algeria,Korea Republic,2,354883,Liassine CADAMURO,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,48,300186506,group,43843,Algeria,Russia,3,354883,Liassine CADAMURO,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186506?language=en,data/raw/2014/fifa/live/m048_300186506.json
2014,54,300186460,round_of_16,43843,Algeria,Germany,4,354883,Liassine CADAMURO,120,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255951/300186460?language=en,data/raw/2014/fifa/live/m054_300186460.json
2014,15,300186479,group,43843,Algeria,Belgium,1,367261,Nabil GHILAS,90,used_substitute,83,90,7,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186479?language=en,data/raw/2014/fifa/live/m015_300186479.json
2014,32,300186495,group,43843,Algeria,Korea Republic,2,367261,Nabil GHILAS,90,used_substitute,72,90,18,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,48,300186506,group,43843,Algeria,Russia,3,367261,Nabil GHILAS,90,used_substitute,76,90,14,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186506?language=en,data/raw/2014/fifa/live/m048_300186506.json
2014,54,300186460,round_of_16,43843,Algeria,Germany,4,367261,Nabil GHILAS,120,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255951/300186460?language=en,data/raw/2014/fifa/live/m054_300186460.json
2014,15,300186479,group,43843,Algeria,Belgium,1,379939,Nabil Bentaleb,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186479?language=en,data/raw/2014/fifa/live/m015_300186479.json
2014,32,300186495,group,43843,Algeria,Korea Republic,2,379939,Nabil Bentaleb,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186495?language=en,data/raw/2014/fifa/live/m032_300186495.json
2014,48,300186506,group,43843,Algeria,Russia,3,379939,Nabil Bentaleb,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186506?language=en,data/raw/2014/fifa/live/m048_300186506.json
2014,54,300186460,round_of_16,43843,Algeria,Germany,4,379939,Nabil Bentaleb,120,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255951/300186460?language=en,data/raw/2014/fifa/live/m054_300186460.json
2014,2,300186492,group,43849,Cameroon,Mexico,1,200259,Dany NOUNKEU,90,used_substitute,45,90,45,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186492?language=en,data/raw/2014/fifa/live/m002_300186492.json
2014,18,300186453,group,43849,Cameroon,Croatia,2,200259,Dany NOUNKEU,90,used_substitute,45,90,45,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186453?language=en,data/raw/2014/fifa/live/m018_300186453.json
2014,33,300186472,group,43849,Cameroon,Brazil,3,200259,Dany NOUNKEU,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186472?language=en,data/raw/2014/fifa/live/m033_300186472.json
2014,2,300186492,group,43849,Cameroon,Mexico,1,200261,Alexandre SONG,90,starter,0,78,78,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186492?language=en,data/raw/2014/fifa/live/m002_300186492.json
2014,18,300186453,group,43849,Cameroon,Croatia,2,200261,Alexandre SONG,90,starter,0,39,39,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186453?language=en,data/raw/2014/fifa/live/m018_300186453.json
2014,33,300186472,group,43849,Cameroon,Brazil,3,200261,Alexandre SONG,90,absent,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186472?language=en,data/raw/2014/fifa/live/m033_300186472.json
2014,2,300186492,group,43849,Cameroon,Mexico,1,200935,Stephane MBIA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186492?language=en,data/raw/2014/fifa/live/m002_300186492.json
2014,18,300186453,group,43849,Cameroon,Croatia,2,200935,Stephane MBIA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186453?language=en,data/raw/2014/fifa/live/m018_300186453.json
2014,33,300186472,group,43849,Cameroon,Brazil,3,200935,Stephane MBIA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186472?language=en,data/raw/2014/fifa/live/m033_300186472.json
2014,2,300186492,group,43849,Cameroon,Mexico,1,310048,Eyong ENOH,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186492?language=en,data/raw/2014/fifa/live/m002_300186492.json
2014,18,300186453,group,43849,Cameroon,Croatia,2,310048,Eyong ENOH,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186453?language=en,data/raw/2014/fifa/live/m018_300186453.json
2014,33,300186472,group,43849,Cameroon,Brazil,3,310048,Eyong ENOH,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186472?language=en,data/raw/2014/fifa/live/m033_300186472.json
2014,2,300186492,group,43849,Cameroon,Mexico,1,336791,Edgar SALLI,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186492?language=en,data/raw/2014/fifa/live/m002_300186492.json
2014,18,300186453,group,43849,Cameroon,Croatia,2,336791,Edgar SALLI,90,used_substitute,74,90,16,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186453?language=en,data/raw/2014/fifa/live/m018_300186453.json
2014,33,300186472,group,43849,Cameroon,Brazil,3,336791,Edgar SALLI,90,used_substitute,57,90,33,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186472?language=en,data/raw/2014/fifa/live/m033_300186472.json
2014,6,300186507,group,43854,Côte d'Ivoire,Japan,1,176971,Didier ZOKORA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,21,300186468,group,43854,Côte d'Ivoire,Colombia,2,176971,Didier ZOKORA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,38,300186455,group,43854,Côte d'Ivoire,Greece,3,176971,Didier ZOKORA,90,absent,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,6,300186507,group,43854,Côte d'Ivoire,Japan,1,207946,Souleymane Bamba,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,21,300186468,group,43854,Côte d'Ivoire,Colombia,2,207946,Souleymane Bamba,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,38,300186455,group,43854,Côte d'Ivoire,Greece,3,207946,Souleymane Bamba,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,6,300186507,group,43854,Côte d'Ivoire,Japan,1,212306,Didier DROGBA,90,used_substitute,61,90,29,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,21,300186468,group,43854,Côte d'Ivoire,Colombia,2,212306,Didier DROGBA,90,used_substitute,59,90,31,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,38,300186455,group,43854,Côte d'Ivoire,Greece,3,212306,Didier DROGBA,90,starter,0,77,77,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,6,300186507,group,43854,Côte d'Ivoire,Japan,1,216970,Salomon KALOU,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,21,300186468,group,43854,Côte d'Ivoire,Colombia,2,216970,Salomon KALOU,90,used_substitute,66,90,24,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,38,300186455,group,43854,Côte d'Ivoire,Greece,3,216970,Salomon KALOU,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,6,300186507,group,43854,Côte d'Ivoire,Japan,1,291329,Cheick TIOTÉ,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,21,300186468,group,43854,Côte d'Ivoire,Colombia,2,291329,Cheick TIOTÉ,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,38,300186455,group,43854,Côte d'Ivoire,Greece,3,291329,Cheick TIOTÉ,90,starter,0,60,60,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,6,300186507,group,43854,Côte d'Ivoire,Japan,1,367555,Serey DIE,90,starter,0,61,61,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,21,300186468,group,43854,Côte d'Ivoire,Colombia,2,367555,Serey DIE,90,starter,0,72,72,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,38,300186455,group,43854,Côte d'Ivoire,Greece,3,367555,Serey DIE,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,14,300186512,group,43860,Ghana,United States,1,183000,Sulley MUNTARI,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186512?language=en,data/raw/2014/fifa/live/m014_300186512.json
2014,29,300186493,group,43860,Ghana,Germany,2,183000,Sulley MUNTARI,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186493?language=en,data/raw/2014/fifa/live/m029_300186493.json
2014,46,300186476,group,43860,Ghana,Portugal,3,183000,Sulley MUNTARI,90,absent,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186476?language=en,data/raw/2014/fifa/live/m046_300186476.json
2014,14,300186512,group,43860,Ghana,United States,1,294626,Harrison Afful,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186512?language=en,data/raw/2014/fifa/live/m014_300186512.json
2014,29,300186493,group,43860,Ghana,Germany,2,294626,Harrison Afful,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186493?language=en,data/raw/2014/fifa/live/m029_300186493.json
2014,46,300186476,group,43860,Ghana,Portugal,3,294626,Harrison Afful,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186476?language=en,data/raw/2014/fifa/live/m046_300186476.json
2014,14,300186512,group,43860,Ghana,United States,1,311850,Mohammed RABIU,90,starter,0,70,70,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186512?language=en,data/raw/2014/fifa/live/m014_300186512.json
2014,29,300186493,group,43860,Ghana,Germany,2,311850,Mohammed RABIU,90,starter,0,77,77,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186493?language=en,data/raw/2014/fifa/live/m029_300186493.json
2014,46,300186476,group,43860,Ghana,Portugal,3,311850,Mohammed RABIU,90,starter,0,75,75,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186476?language=en,data/raw/2014/fifa/live/m046_300186476.json
2014,14,300186512,group,43860,Ghana,United States,1,353235,Jordan Ayew,90,starter,0,58,58,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186512?language=en,data/raw/2014/fifa/live/m014_300186512.json
2014,29,300186493,group,43860,Ghana,Germany,2,353235,Jordan Ayew,90,used_substitute,51,90,39,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186493?language=en,data/raw/2014/fifa/live/m029_300186493.json
2014,46,300186476,group,43860,Ghana,Portugal,3,353235,Jordan Ayew,90,used_substitute,70,90,20,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186476?language=en,data/raw/2014/fifa/live/m046_300186476.json
2014,14,300186512,group,43860,Ghana,United States,1,367393,Majeed WARIS,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186512?language=en,data/raw/2014/fifa/live/m014_300186512.json
2014,29,300186493,group,43860,Ghana,Germany,2,367393,Majeed WARIS,90,unused_substitute,,,0,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186493?language=en,data/raw/2014/fifa/live/m029_300186493.json
2014,46,300186476,group,43860,Ghana,Portugal,3,367393,Majeed WARIS,90,starter,0,70,70,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186476?language=en,data/raw/2014/fifa/live/m046_300186476.json
2014,12,300186505,group,43876,Nigeria,Iran,1,234463,John Obi MIKEL,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186505?language=en,data/raw/2014/fifa/live/m012_300186505.json
2014,28,300186511,group,43876,Nigeria,Bosnia-Herzegovina,2,234463,John Obi MIKEL,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186511?language=en,data/raw/2014/fifa/live/m028_300186511.json
2014,43,300186458,group,43876,Nigeria,Argentina,3,234463,John Obi MIKEL,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186458?language=en,data/raw/2014/fifa/live/m043_300186458.json
2014,53,300186462,round_of_16,43876,Nigeria,France,4,234463,John Obi MIKEL,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255951/300186462?language=en,data/raw/2014/fifa/live/m053_300186462.json
2014,12,300186505,group,43876,Nigeria,Iran,1,315424,Kenneth OMERUO,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186505?language=en,data/raw/2014/fifa/live/m012_300186505.json
2014,28,300186511,group,43876,Nigeria,Bosnia-Herzegovina,2,315424,Kenneth OMERUO,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186511?language=en,data/raw/2014/fifa/live/m028_300186511.json
2014,43,300186458,group,43876,Nigeria,Argentina,3,315424,Kenneth OMERUO,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186458?language=en,data/raw/2014/fifa/live/m043_300186458.json
2014,53,300186462,round_of_16,43876,Nigeria,France,4,315424,Kenneth OMERUO,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255951/300186462?language=en,data/raw/2014/fifa/live/m053_300186462.json
2014,12,300186505,group,43876,Nigeria,Iran,1,356712,Juwon OSHANIWA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186505?language=en,data/raw/2014/fifa/live/m012_300186505.json
2014,28,300186511,group,43876,Nigeria,Bosnia-Herzegovina,2,356712,Juwon OSHANIWA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186511?language=en,data/raw/2014/fifa/live/m028_300186511.json
2014,43,300186458,group,43876,Nigeria,Argentina,3,356712,Juwon OSHANIWA,90,starter,0,90,90,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186458?language=en,data/raw/2014/fifa/live/m043_300186458.json
