edition,edition_status,match_number,stage,team_id,team,provider,has_in_play_player_card,first_card_id,fouls_before_first_card,status,source_url
2014,final,10,group,43946,France,source_unavailable,yes,2014-010-207982,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,10,group,43909,Honduras,source_unavailable,yes,2014-010-207983,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,11,group,43922,Argentina,source_unavailable,yes,2014-011-208006,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,11,group,44037,Bosnia-Herzegovina,source_unavailable,yes,2014-011-208011,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,12,group,43817,Iran,source_unavailable,yes,2014-012-208058,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,12,group,43876,Nigeria,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,13,group,43948,Germany,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,13,group,43963,Portugal,source_unavailable,yes,2014-013-208032,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,14,group,43860,Ghana,source_unavailable,yes,2014-014-208064,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,14,group,43921,United States,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,15,group,43935,Belgium,source_unavailable,yes,2014-015-208084,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,15,group,43843,Algeria,source_unavailable,yes,2014-015-208086,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,16,group,43965,Russia,source_unavailable,yes,2014-016-208119,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,16,group,43822,Korea Republic,source_unavailable,yes,2014-016-208117,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,17,group,43924,Brazil,source_unavailable,yes,2014-017-208101,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,17,group,43911,Mexico,source_unavailable,yes,2014-017-208104,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,18,group,43849,Cameroon,source_unavailable,yes,2014-018-208174,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,18,group,43938,Croatia,source_unavailable,yes,2014-018-208190,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,19,group,43969,Spain,source_unavailable,yes,2014-019-208158,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,19,group,43925,Chile,source_unavailable,yes,2014-019-208157,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,20,group,43976,Australia,source_unavailable,yes,2014-020-208139,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,20,group,43960,Netherlands,source_unavailable,yes,2014-020-208142,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,21,group,43926,Colombia,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,21,group,43854,Côte d'Ivoire,source_unavailable,yes,2014-021-208199,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,22,group,43819,Japan,source_unavailable,yes,2014-022-208231,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,22,group,43949,Greece,source_unavailable,yes,2014-022-208232,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,23,group,43930,Uruguay,source_unavailable,yes,2014-023-208214,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,23,group,43942,England,source_unavailable,yes,2014-023-208220,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,24,group,43954,Italy,source_unavailable,yes,2014-024-208258,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,24,group,43901,Costa Rica,source_unavailable,yes,2014-024-208261,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,25,group,43971,Switzerland,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,25,group,43946,France,source_unavailable,yes,2014-025-208287,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,26,group,43909,Honduras,source_unavailable,yes,2014-026-208288,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,26,group,43927,Ecuador,source_unavailable,yes,2014-026-208294,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,27,group,43922,Argentina,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,27,group,43817,Iran,source_unavailable,yes,2014-027-208317,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,28,group,43876,Nigeria,source_unavailable,yes,2014-028-208362,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,28,group,44037,Bosnia-Herzegovina,source_unavailable,yes,2014-028-208350,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,29,group,43948,Germany,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,29,group,43860,Ghana,source_unavailable,yes,2014-029-208349,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,30,group,43921,United States,source_unavailable,yes,2014-030-208415,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,30,group,43963,Portugal,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,31,group,43935,Belgium,source_unavailable,yes,2014-031-208371,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,31,group,43965,Russia,source_unavailable,yes,2014-031-208370,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,32,group,43822,Korea Republic,source_unavailable,yes,2014-032-208388,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,32,group,43843,Algeria,source_unavailable,yes,2014-032-208394,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,33,group,43849,Cameroon,source_unavailable,yes,2014-033-208468,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,33,group,43924,Brazil,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,34,group,43938,Croatia,source_unavailable,yes,2014-034-208488,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,34,group,43911,Mexico,source_unavailable,yes,2014-034-208489,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,35,group,43976,Australia,source_unavailable,yes,2014-035-208461,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,35,group,43969,Spain,source_unavailable,yes,2014-035-208452,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,36,group,43960,Netherlands,source_unavailable,yes,2014-036-208432,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,36,group,43925,Chile,source_unavailable,yes,2014-036-208429,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,37,group,43819,Japan,source_unavailable,yes,2014-037-208573,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,37,group,43926,Colombia,source_unavailable,yes,2014-037-208583,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,38,group,43949,Greece,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,38,group,43854,Côte d'Ivoire,source_unavailable,yes,2014-038-208559,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,39,group,43954,Italy,source_unavailable,yes,2014-039-208536,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,39,group,43930,Uruguay,source_unavailable,yes,2014-039-208541,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,40,group,43901,Costa Rica,source_unavailable,yes,2014-040-208525,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,40,group,43942,England,source_unavailable,yes,2014-040-208521,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,41,group,43909,Honduras,source_unavailable,yes,2014-041-208654,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,41,group,43971,Switzerland,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,42,group,43927,Ecuador,source_unavailable,yes,2014-042-208633,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,42,group,43946,France,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,43,group,43876,Nigeria,source_unavailable,yes,2014-043-208622,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,43,group,43922,Argentina,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,44,group,44037,Bosnia-Herzegovina,source_unavailable,yes,2014-044-208608,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,44,group,43817,Iran,source_unavailable,yes,2014-044-208615,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,45,group,43921,United States,source_unavailable,yes,2014-045-208675,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,45,group,43948,Germany,source_unavailable,yes,2014-045-208674,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,46,group,43963,Portugal,source_unavailable,yes,2014-046-208706,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,46,group,43860,Ghana,source_unavailable,yes,2014-046-208689,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,47,group,43822,Korea Republic,source_unavailable,yes,2014-047-208707,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,47,group,43935,Belgium,source_unavailable,yes,2014-047-208708,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,48,group,43843,Algeria,source_unavailable,yes,2014-048-208724,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,48,group,43965,Russia,source_unavailable,yes,2014-048-208727,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,49,round_of_16,43924,Brazil,source_unavailable,yes,2014-049-208749,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,49,round_of_16,43925,Chile,source_unavailable,yes,2014-049-208745,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,50,round_of_16,43926,Colombia,source_unavailable,yes,2014-050-208788,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,50,round_of_16,43930,Uruguay,source_unavailable,yes,2014-050-208782,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,51,round_of_16,43960,Netherlands,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,51,round_of_16,43911,Mexico,source_unavailable,yes,2014-051-208805,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,52,round_of_16,43901,Costa Rica,source_unavailable,yes,2014-052-208815,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,52,round_of_16,43949,Greece,source_unavailable,yes,2014-052-208814,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,53,round_of_16,43946,France,source_unavailable,yes,2014-053-208850,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,53,round_of_16,43876,Nigeria,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,54,round_of_16,43948,Germany,source_unavailable,yes,2014-054-208873,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,54,round_of_16,43843,Algeria,source_unavailable,yes,2014-054-208861,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,55,round_of_16,43922,Argentina,source_unavailable,yes,2014-055-208889,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,55,round_of_16,43971,Switzerland,source_unavailable,yes,2014-055-208881,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,56,round_of_16,43935,Belgium,source_unavailable,yes,2014-056-208903,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,56,round_of_16,43921,United States,source_unavailable,yes,2014-056-208900,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,57,quarter_final,43924,Brazil,source_unavailable,yes,2014-057-208946,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,57,quarter_final,43926,Colombia,source_unavailable,yes,2014-057-208947,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,58,quarter_final,43946,France,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,58,quarter_final,43948,Germany,source_unavailable,yes,2014-058-208929,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,59,quarter_final,43960,Netherlands,source_unavailable,yes,2014-059-208982,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,59,quarter_final,43901,Costa Rica,source_unavailable,yes,2014-059-208980,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,60,quarter_final,43922,Argentina,source_unavailable,yes,2014-060-208975,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,60,quarter_final,43935,Belgium,source_unavailable,yes,2014-060-208967,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,61,semi_final,43924,Brazil,source_unavailable,yes,2014-061-209021,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,61,semi_final,43948,Germany,source_unavailable,no,,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,62,semi_final,43960,Netherlands,source_unavailable,yes,2014-062-209056,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,62,semi_final,43922,Argentina,source_unavailable,yes,2014-062-209059,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,63,third_place,43924,Brazil,source_unavailable,yes,2014-063-209088,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,63,third_place,43960,Netherlands,source_unavailable,yes,2014-063-209090,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,64,final,43948,Germany,source_unavailable,yes,2014-064-209109,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,64,final,43922,Argentina,source_unavailable,yes,2014-064-209115,,source_unavailable,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2018,final,1,group,43965,Russia,StatsBomb open data,yes,2018-001-17052500001406,20,first_card_matched,https://github.com/statsbomb/open-data
2018,final,1,group,43835,Saudi Arabia,StatsBomb open data,yes,2018-001-17052500001485,11,first_card_matched,https://github.com/statsbomb/open-data
2018,final,2,group,43855,Egypt,StatsBomb open data,yes,2018-002-17052600001575,,first_card_unmatched,https://github.com/statsbomb/open-data
2018,final,2,group,43930,Uruguay,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,3,group,43963,Portugal,StatsBomb open data,yes,2018-003-17053200000475,1,first_card_matched,https://github.com/statsbomb/open-data
2018,final,3,group,43969,Spain,StatsBomb open data,yes,2018-003-17053200000306,2,first_card_matched,https://github.com/statsbomb/open-data
2018,final,4,group,43872,Morocco,StatsBomb open data,yes,2018-004-17053100000469,7,first_card_matched,https://github.com/statsbomb/open-data
2018,final,4,group,43817,Iran,StatsBomb open data,yes,2018-004-17053100000124,2,first_card_matched,https://github.com/statsbomb/open-data
2018,final,5,group,43946,France,StatsBomb open data,yes,2018-005-17053700001183,13,first_card_matched,https://github.com/statsbomb/open-data
2018,final,5,group,43976,Australia,StatsBomb open data,yes,2018-005-17053700000194,4,first_card_matched,https://github.com/statsbomb/open-data
2018,final,6,group,43929,Peru,StatsBomb open data,yes,2018-006-17053800000568,5,first_card_matched,https://github.com/statsbomb/open-data
2018,final,6,group,43941,Denmark,StatsBomb open data,yes,2018-006-17053800001189,16,first_card_matched,https://github.com/statsbomb/open-data
2018,final,7,group,43922,Argentina,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,7,group,43951,Iceland,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,8,group,43938,Croatia,StatsBomb open data,yes,2018-008-17054400000482,8,first_card_matched,https://github.com/statsbomb/open-data
2018,final,8,group,43876,Nigeria,StatsBomb open data,yes,2018-008-17054400001046,10,first_card_matched,https://github.com/statsbomb/open-data
2018,final,9,group,43924,Brazil,StatsBomb open data,yes,2018-009-17055000000838,4,first_card_matched,https://github.com/statsbomb/open-data
2018,final,9,group,43971,Switzerland,StatsBomb open data,yes,2018-009-17055000000522,,first_card_unmatched,https://github.com/statsbomb/open-data
2018,final,10,group,43901,Costa Rica,StatsBomb open data,yes,2018-010-17054900000357,5,first_card_matched,https://github.com/statsbomb/open-data
2018,final,10,group,1902465,Serbia,StatsBomb open data,yes,2018-010-17054900000924,6,first_card_matched,https://github.com/statsbomb/open-data
2018,final,11,group,43948,Germany,StatsBomb open data,yes,2018-011-17055500001322,10,first_card_matched,https://github.com/statsbomb/open-data
2018,final,11,group,43911,Mexico,StatsBomb open data,yes,2018-011-17055500000601,9,first_card_matched,https://github.com/statsbomb/open-data
2018,final,12,group,43970,Sweden,StatsBomb open data,yes,2018-012-17055600000939,12,first_card_matched,https://github.com/statsbomb/open-data
2018,final,12,group,43822,Korea Republic,StatsBomb open data,yes,2018-012-17055600000184,3,first_card_matched,https://github.com/statsbomb/open-data
2018,final,13,group,43935,Belgium,StatsBomb open data,yes,2018-013-17056100000246,3,first_card_matched,https://github.com/statsbomb/open-data
2018,final,13,group,43914,Panama,StatsBomb open data,yes,2018-013-17056100000323,3,first_card_matched,https://github.com/statsbomb/open-data
2018,final,14,group,43888,Tunisia,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,14,group,43942,England,StatsBomb open data,yes,2018-014-17056200000455,1,first_card_matched,https://github.com/statsbomb/open-data
2018,final,15,group,43962,Poland,StatsBomb open data,yes,2018-015-17056700000212,2,first_card_matched,https://github.com/statsbomb/open-data
2018,final,15,group,43879,Senegal,StatsBomb open data,yes,2018-015-17056700000805,7,first_card_matched,https://github.com/statsbomb/open-data
2018,final,16,group,43926,Colombia,StatsBomb open data,yes,2018-016-17056800000070,0,first_card_matched,https://github.com/statsbomb/open-data
2018,final,16,group,43819,Japan,StatsBomb open data,yes,2018-016-17056800001487,,first_card_unmatched,https://github.com/statsbomb/open-data
2018,final,17,group,43965,Russia,StatsBomb open data,yes,2018-017-17052700001303,7,first_card_matched,https://github.com/statsbomb/open-data
2018,final,17,group,43855,Egypt,StatsBomb open data,yes,2018-017-17052700000926,8,first_card_matched,https://github.com/statsbomb/open-data
2018,final,18,group,43930,Uruguay,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,18,group,43835,Saudi Arabia,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,19,group,43963,Portugal,StatsBomb open data,yes,2018-019-17053300001474,17,first_card_matched,https://github.com/statsbomb/open-data
2018,final,19,group,43872,Morocco,StatsBomb open data,yes,2018-019-17053300000649,9,first_card_matched,https://github.com/statsbomb/open-data
2018,final,20,group,43817,Iran,StatsBomb open data,yes,2018-020-17053400001233,10,first_card_matched,https://github.com/statsbomb/open-data
2018,final,20,group,43969,Spain,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,21,group,43946,France,StatsBomb open data,yes,2018-021-17053900000276,1,first_card_matched,https://github.com/statsbomb/open-data
2018,final,21,group,43929,Peru,StatsBomb open data,yes,2018-021-17053900000377,4,first_card_matched,https://github.com/statsbomb/open-data
2018,final,22,group,43941,Denmark,StatsBomb open data,yes,2018-022-17054000000590,2,first_card_matched,https://github.com/statsbomb/open-data
2018,final,22,group,43976,Australia,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,23,group,43922,Argentina,StatsBomb open data,yes,2018-023-17054500000856,9,first_card_matched,https://github.com/statsbomb/open-data
2018,final,23,group,43938,Croatia,StatsBomb open data,yes,2018-023-17054500000584,9,first_card_matched,https://github.com/statsbomb/open-data
2018,final,24,group,43876,Nigeria,StatsBomb open data,yes,2018-024-17054600000631,6,first_card_matched,https://github.com/statsbomb/open-data
2018,final,24,group,43951,Iceland,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,25,group,43924,Brazil,StatsBomb open data,yes,2018-025-17055100001384,11,first_card_matched,https://github.com/statsbomb/open-data
2018,final,25,group,43901,Costa Rica,StatsBomb open data,yes,2018-025-17055100001423,15,first_card_matched,https://github.com/statsbomb/open-data
2018,final,26,group,1902465,Serbia,StatsBomb open data,yes,2018-026-17055200000510,4,first_card_matched,https://github.com/statsbomb/open-data
2018,final,26,group,43971,Switzerland,StatsBomb open data,yes,2018-026-17055200001352,12,first_card_matched,https://github.com/statsbomb/open-data
2018,final,27,group,43948,Germany,StatsBomb open data,yes,2018-027-17055700001108,8,first_card_matched,https://github.com/statsbomb/open-data
2018,final,27,group,43970,Sweden,StatsBomb open data,yes,2018-027-17055700000806,5,first_card_matched,https://github.com/statsbomb/open-data
2018,final,28,group,43822,Korea Republic,StatsBomb open data,yes,2018-028-17055800000814,14,first_card_matched,https://github.com/statsbomb/open-data
2018,final,28,group,43911,Mexico,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,29,group,43935,Belgium,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,29,group,43888,Tunisia,StatsBomb open data,yes,2018-029-17056300000201,3,first_card_matched,https://github.com/statsbomb/open-data
2018,final,30,group,43942,England,StatsBomb open data,yes,2018-030-17056400000267,6,first_card_matched,https://github.com/statsbomb/open-data
2018,final,30,group,43914,Panama,StatsBomb open data,yes,2018-030-17056400000115,0,first_card_matched,https://github.com/statsbomb/open-data
2018,final,31,group,43962,Poland,StatsBomb open data,yes,2018-031-17057000001031,9,first_card_matched,https://github.com/statsbomb/open-data
2018,final,31,group,43926,Colombia,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,32,group,43819,Japan,StatsBomb open data,yes,2018-032-17056900000953,6,first_card_matched,https://github.com/statsbomb/open-data
2018,final,32,group,43879,Senegal,StatsBomb open data,yes,2018-032-17056900000829,8,first_card_matched,https://github.com/statsbomb/open-data
2018,final,33,group,43930,Uruguay,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,33,group,43965,Russia,StatsBomb open data,yes,2018-033-17052900000132,,first_card_unmatched,https://github.com/statsbomb/open-data
2018,final,34,group,43835,Saudi Arabia,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,34,group,43855,Egypt,StatsBomb open data,yes,2018-034-17053000000691,4,first_card_matched,https://github.com/statsbomb/open-data
2018,final,35,group,43817,Iran,StatsBomb open data,yes,2018-035-17053600000815,,first_card_unmatched,https://github.com/statsbomb/open-data
2018,final,35,group,43963,Portugal,StatsBomb open data,yes,2018-035-17053600000445,,first_card_unmatched,https://github.com/statsbomb/open-data
2018,final,36,group,43969,Spain,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,36,group,43872,Morocco,StatsBomb open data,yes,2018-036-17053500000320,2,first_card_matched,https://github.com/statsbomb/open-data
2018,final,37,group,43941,Denmark,StatsBomb open data,yes,2018-037-17054100000753,5,first_card_matched,https://github.com/statsbomb/open-data
2018,final,37,group,43946,France,StatsBomb open data,no,,,no_card,https://github.com/statsbomb/open-data
2018,final,38,group,43976,Australia,StatsBomb open data,yes,2018-038-17054200000194,0,first_card_matched,https://github.com/statsbomb/open-data
