edition,edition_status,card_id,match_number,stage,team_id,team,player_id,player,card_type,minute_label,reason_class,provider,reconciliation_status,fouls_strictly_before_card,foul_linked,fouls_through_card,provenance_status,official_source_url,event_source_url
2014,final,2014-005-207889,5,group,43949,Greece,299090,S. Papastathopoulos,Y,51',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186471?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-005-207890,5,group,43949,Greece,215513,Dimitrios SALPINGIDIS,Y,54',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186471?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-006-207942,6,group,43819,Japan,271253,YOSHIDA,Y,22',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186507?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-006-207949,6,group,43819,Japan,268594,M. Morishige,Y,63',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186507?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-006-207945,6,group,43854,Côte d'Ivoire,207946,Bamba,Y,53',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186507?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-006-207946,6,group,43854,Côte d'Ivoire,176971,Didier ZOKORA,Y,57',unknown,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186507?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-007-207906,7,group,43930,Uruguay,239433,Diego LUGANO,Y,49',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186489?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-007-207908,7,group,43930,Uruguay,276131,Gargano,Y,56',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186489?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-007-207918,7,group,43930,Uruguay,267829,M. CACERES,Y,80',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186489?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-007-207924,7,group,43930,Uruguay,286481,M. PEREIRA,R,90'+3',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186489?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-008-207940,8,group,43942,England,336043,STERLING,Y,90'+1',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186513?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-009-207964,9,group,43927,Ecuador,349576,Paredes,Y,52',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186494?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-009-207971,9,group,43971,Switzerland,216645,DJOUROU,Y,83',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186494?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-010-207983,10,group,43909,Honduras,209827,W. Palacios,Y,27',other_nonfoul,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186496?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-010-207985,10,group,43909,Honduras,209827,W. Palacios,Y2,42',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186496?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-010-207994,10,group,43909,Honduras,237071,B. García,Y,52',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186496?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-010-208004,10,group,43909,Honduras,270400,L. Garrido,Y,82',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186496?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-010-207982,10,group,43946,France,212246,Patrice EVRA,Y,6',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186496?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-010-207984,10,group,43946,France,367388,POGBA,Y,27',other_nonfoul,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186496?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-010-207988,10,group,43946,France,358013,Cabaye,Y,45'+1',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186496?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-011-208006,11,group,43922,Argentina,318688,M. Rojo,Y,24',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186477?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-011-208011,11,group,44037,Bosnia-Herzegovina,216069,Spahic,Y,62',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186477?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-012-208058,12,group,43817,Iran,237949,Teymourian,Y,74',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186505?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-013-208032,13,group,43963,Portugal,214407,Pereira,Y,10',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186475?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-013-208037,13,group,43963,Portugal,275931,Pepe,R,36',other_nonfoul,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186475?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-014-208064,14,group,43860,Ghana,311850,Rabiu,Y,29',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186512?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-014-208077,14,group,43860,Ghana,183000,Sulley MUNTARI,Y,90'+1',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186512?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-015-208086,15,group,43843,Algeria,379939,N. Bentaleb,Y,33',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186479?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-015-208084,15,group,43935,Belgium,290904,VERTONGHEN,Y,23',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186479?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-016-208117,16,group,43822,Korea Republic,307849,H M SON,Y,12',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186499?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-016-208118,16,group,43822,Korea Republic,268406,S Y KI,Y,29',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186499?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-016-208134,16,group,43822,Korea Republic,291393,J C KOO,Y,89',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186499?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-016-208119,16,group,43965,Russia,358891,O. Shatov,Y,48',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186499?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-017-208104,17,group,43911,Mexico,289195,Aguilar,Y,58',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186509?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-017-208105,17,group,43911,Mexico,379264,Vázquez,Y,61',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186509?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-017-208101,17,group,43924,Brazil,298959,RAMIRES,Y,44',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186509?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-017-208112,17,group,43924,Brazil,289964,T. SILVA,Y,79',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186509?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-018-208174,18,group,43849,Cameroon,200261,Alexandre SONG,R,39',other_nonfoul,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186453?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-018-208190,18,group,43938,Croatia,214384,EDUARDO,Y,88',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186453?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-019-208157,19,group,43925,Chile,267543,A. Vidal,Y,25',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186498?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-019-208162,19,group,43925,Chile,349592,E. Mena,Y,60',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186498?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-019-208158,19,group,43969,Spain,207528,Xabi ALONSO,Y,40',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186498?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-020-208142,20,group,43960,Netherlands,217315,Robin VAN PERSIE,Y,46',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186478?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-020-208139,20,group,43976,Australia,213001,CAHILL,Y,42',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186478?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-021-208199,21,group,43854,Côte d'Ivoire,176971,Didier ZOKORA,Y,54',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186468?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-021-208213,21,group,43854,Côte d'Ivoire,291329,Tioté,Y,89',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186468?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-022-208231,22,group,43819,Japan,289027,HASEBE,Y,11',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186454?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-022-208232,22,group,43949,Greece,214887,KATSOURANIS,Y,26',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186454?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-022-208235,22,group,43949,Greece,214887,KATSOURANIS,Y2,37',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186454?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-022-208241,22,group,43949,Greece,297112,Samaras,Y,54',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186454?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-022-208246,22,group,43949,Greece,228336,Torosidis,Y,88',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186454?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-023-208214,23,group,43930,Uruguay,229499,D. GODIN,Y,8',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186486?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-023-208220,23,group,43942,England,214961,Steven GERRARD,Y,67',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186486?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-024-208261,24,group,43901,Costa Rica,268822,José Cubero,Y,70',time_wasting,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186500?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-024-208258,24,group,43954,Italy,301059,M. Balotelli,Y,68',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186500?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-025-208287,25,group,43946,France,358013,Cabaye,Y,87',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186514?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-026-208288,26,group,43909,Honduras,213878,Bernárdez,Y,6',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186463?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-026-208291,26,group,43909,Honduras,323623,J. Bengtson,Y,45'+2',dissent,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186463?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-026-208294,26,group,43927,Ecuador,202544,A. Valencia,Y,56',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186463?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-026-208298,26,group,43927,Ecuador,373400,E. Valencia,Y,72',other_nonfoul,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186463?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-026-208299,26,group,43927,Ecuador,290452,Montero,Y,79',unknown,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186463?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-027-208317,27,group,43817,Iran,185641,Javad NEKOUNAM,Y,52',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186466?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-027-208318,27,group,43817,Iran,213170,SHOJAEI. M,Y,72',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186466?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-028-208362,28,group,43876,Nigeria,234463,MIKEL,Y,81',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186511?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-028-208350,28,group,44037,Bosnia-Herzegovina,233167,H. Medunjanin,Y,5',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186511?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-029-208349,29,group,43860,Ghana,183000,Sulley MUNTARI,Y,90'+3',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186493?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-030-208415,30,group,43921,United States,183893,Jermaine JONES,Y,74',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186483?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-031-208371,31,group,43935,Belgium,290821,WITSEL,Y,53',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186481?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-031-208376,31,group,43935,Belgium,290864,ALDERWEIRELD,Y,72',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186481?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-031-208370,31,group,43965,Russia,358049,D. Glushakov,Y,37',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186481?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-032-208388,32,group,43822,Korea Republic,363578,Y LEE,Y,53',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186495?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-032-208395,32,group,43822,Korea Republic,274329,Han Kook-Young,Y,68',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186495?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-032-208394,32,group,43843,Algeria,215208,Madjid Bougherra,Y,66',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186495?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-033-208468,33,group,43849,Cameroon,310048,Enoh,Y,11',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186472?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-033-208483,33,group,43849,Cameroon,336791,SALLI,Y,74',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186472?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-033-208484,33,group,43849,Cameroon,200935,Stephane MBIA,Y,79',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186472?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-034-208489,34,group,43911,Mexico,178119,R. MÁRQUEZ,Y,38',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186452?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-034-208494,34,group,43911,Mexico,379264,Vázquez,Y,65',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186452?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-034-208488,34,group,43938,Croatia,296633,RAKITIĆ,Y,8',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186452?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-034-208507,34,group,43938,Croatia,369058,REBIĆ,R,88',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186452?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-035-208452,35,group,43969,Spain,216814,Sergio Ramos,Y,61',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186467?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-035-208461,35,group,43976,Australia,229051,Spiranovic,Y,87',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186467?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-035-208462,35,group,43976,Australia,197514,JEDINAK,Y,90'+1',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186467?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
2014,final,2014-036-208429,36,group,43925,Chile,349582,Silva,Y,24',foul_play,source_unavailable,source_unavailable,,,,complete_event_source_unavailable,https://api.fifa.com/api/v3/timelines/17/251164/255931/300186470?language=en,https://www.fifa.com/tournaments/mens/worldcup/2014brazil
